Ticker,MICROSOFT CORPORATION (XNAS:MSFT),"Microsoft Corporation is a technology company. The Company develops and supports software, services, devices, and solutions. The Company’s segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and services in its portfolio of productivity, communication, and information services. This segment primarily comprises: Office Commercial, Office Consumer, LinkedIn, and Dynamics business solutions. The Intelligent Cloud segment consists of server products and cloud services, including Azure and other cloud services, SQL Server, Windows Server, Visual Studio, System Center, and related Client Access Licenses (CALs), and Nuance and GitHub; and Enterprise Services, including enterprise support services, industry solutions and Nuance professional services. The More Personal Computing segment primarily comprises Windows, Devices, Gaming, and search and news advertising.",MICROSOFT CORPORATION,,,,,,,,,,,
End Date,27/02/2026,,Variance log-returns (daily),0.000287076,,T,1,,u,1.088777,,,,
Lookback,10,,StDev log-returns (daily),0.016943329,,N time steps,10,,d,0.918462,,,,
Start Date,01/03/2016,,No. of obs.,252,,dt,0.1,,r,0.038,,,,
Frequency,0,,StDev (annualized),0.268967007,,,,,q,0.501103,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Closing price,Log-returns,,,,,,,,,,,,
28/03/2022, $310.70 ,0.022853301,,,,,,,,,,,,
29/03/2022, $315.41 ,0.015045563,,,,,,,,,,,,
30/03/2022, $313.86 ,-0.004926353,,,,,,,,,,,,
31/03/2022, $308.31 ,-0.017841256,,,,,,,,,,,,
01/04/2022, $309.42 ,0.003593807,,,,,,,,,,,,
04/04/2022, $314.97 ,0.017777819,,,,,,,,,,,,
05/04/2022, $310.88 ,-0.013070411,,,,,,,,,,,,
06/04/2022, $299.50 ,-0.037292568,,,,,,,,,,,,
07/04/2022, $301.37 ,0.006224328,,,,,,,,,,,,
08/04/2022, $296.97 ,-0.014707622,,,,,,,,,,,,
11/04/2022, $285.26 ,-0.040230079,,,,,,,,,,,,
12/04/2022, $282.06 ,-0.011281231,,,,,,,,,,,,
13/04/2022, $287.62 ,0.01952035,,,,,,,,,,,,
14/04/2022, $279.83 ,-0.027457889,,,,,,,,,,,,
18/04/2022, $280.52 ,0.002462748,,,,,,,,,,,,
19/04/2022, $285.30 ,0.016896235,,,,,,,,,,,,
20/04/2022, $286.36 ,0.003708502,,,,,,,,,,,,
21/04/2022, $280.81 ,-0.019571476,,,,,,,,,,,,
22/04/2022, $274.03 ,-0.024440695,,,,,,,,,,,,
25/04/2022, $280.72 ,0.024120142,,,,,,,,,,,,
26/04/2022, $270.22 ,-0.038121289,,,,,,,,,,,,
27/04/2022, $283.22 ,0.046987539,,,,,,,,,,,,
28/04/2022, $289.63 ,0.022380266,,,,,,,,,,,,
29/04/2022, $277.52 ,-0.042711244,,,,,,,,,,,,
02/05/2022, $284.47 ,0.024734797,,,,,,,,,,,,
03/05/2022, $281.78 ,-0.009501175,,,,,,,,,,,,
04/05/2022, $289.98 ,0.02868533,,,,,,,,,,,,
05/05/2022, $277.35 ,-0.044531709,,,,,,,,,,,,
06/05/2022, $274.73 ,-0.009491449,,,,,,,,,,,,
09/05/2022, $264.58 ,-0.037645134,,,,,,,,,,,,
10/05/2022, $269.50 ,0.018424727,,,,,,,,,,,,
11/05/2022, $260.55 ,-0.033773609,,,,,,,,,,,,
12/05/2022, $255.35 ,-0.020159628,,,,,,,,,,,,
13/05/2022, $261.12 ,0.022344919,,,,,,,,,,,,
16/05/2022, $261.50 ,0.001454212,,,,,,,,,,,,
17/05/2022, $266.82 ,0.02013999,,,,,,,,,,,,
18/05/2022, $254.08 ,-0.048925096,,,,,,,,,,,,
19/05/2022, $253.14 ,-0.003706483,,,,,,,,,,,,
20/05/2022, $252.56 ,-0.002293851,,,,,,,,,,,,
23/05/2022, $260.65 ,0.031529667,,,,,,,,,,,,
24/05/2022, $259.62 ,-0.003959488,,,,,,,,,,,,
25/05/2022, $262.52 ,0.011108246,,,,,,,,,,,,
26/05/2022, $265.90 ,0.012793029,,,,,,,,,,,,
27/05/2022, $273.24 ,0.027230232,,,,,,,,,,,,
31/05/2022, $271.87 ,-0.005026519,,,,,,,,,,,,
01/06/2022, $272.42 ,0.002020982,,,,,,,,,,,,
02/06/2022, $274.58 ,0.007897664,,,,,,,,,,,,
03/06/2022, $270.02 ,-0.016746627,,,,,,,,,,,,
06/06/2022, $268.75 ,-0.004714451,,,,,,,,,,,,
07/06/2022, $272.50 ,0.013857035,,,,,,,,,,,,
08/06/2022, $270.41 ,-0.007699288,,,,,,,,,,,,
09/06/2022, $264.79 ,-0.021002267,,,,,,,,,,,,
10/06/2022, $252.99 ,-0.045587097,,,,,,,,,,,,
13/06/2022, $242.26 ,-0.043338433,,,,,,,,,,,,
14/06/2022, $244.49 ,0.009162879,,,,,,,,,,,,
15/06/2022, $251.76 ,0.029301844,,,,,,,,,,,,
16/06/2022, $244.97 ,-0.027340499,,,,,,,,,,,,
17/06/2022, $247.65 ,0.010880705,,,,,,,,,,,,
21/06/2022, $253.74 ,0.024293662,,,,,,,,,,,,
22/06/2022, $253.13 ,-0.00240693,,,,,,,,,,,,
23/06/2022, $258.86 ,0.022384184,,,,,,,,,,,,
24/06/2022, $267.70 ,0.033579576,,,,,,,,,,,,
27/06/2022, $264.89 ,-0.010552305,,,,,,,,,,,,
28/06/2022, $256.48 ,-0.032263957,,,,,,,,,,,,
29/06/2022, $260.26 ,0.014630442,,,,,,,,,,,,
30/06/2022, $256.83 ,-0.013266744,,,,,,,,,,,,
01/07/2022, $259.58 ,0.010650553,,,,,,,,,,,,
05/07/2022, $262.85 ,0.012518587,,,,,,,,,,,,
06/07/2022, $266.21 ,0.012701944,,,,,,,,,,,,
07/07/2022, $268.40 ,0.008192934,,,,,,,,,,,,
08/07/2022, $267.66 ,-0.002760887,,,,,,,,,,,,
11/07/2022, $264.51 ,-0.011838461,,,,,,,,,,,,
12/07/2022, $253.67 ,-0.041844848,,,,,,,,,,,,
13/07/2022, $252.72 ,-0.003752053,,,,,,,,,,,,
14/07/2022, $254.08 ,0.005367022,,,,,,,,,,,,
15/07/2022, $256.72 ,0.010336819,,,,,,,,,,,,
18/07/2022, $254.25 ,-0.009667962,,,,,,,,,,,,
19/07/2022, $259.53 ,0.020554268,,,,,,,,,,,,
20/07/2022, $262.27 ,0.010502205,,,,,,,,,,,,
21/07/2022, $264.84 ,0.009751363,,,,,,,,,,,,
22/07/2022, $260.36 ,-0.017060581,,,,,,,,,,,,
25/07/2022, $258.83 ,-0.005893813,,,,,,,,,,,,
26/07/2022, $251.90 ,-0.027139292,,,,,,,,,,,,
27/07/2022, $268.74 ,0.064712186,,,,,,,,,,,,
28/07/2022, $276.41 ,0.028140901,,,,,,,,,,,,
29/07/2022, $280.74 ,0.015543703,,,,,,,,,,,,
01/08/2022, $278.01 ,-0.00977189,,,,,,,,,,,,
02/08/2022, $274.82 ,-0.011540746,,,,,,,,,,,,
03/08/2022, $282.47 ,0.027456012,,,,,,,,,,,,
04/08/2022, $283.65 ,0.004168734,,,,,,,,,,,,
05/08/2022, $282.91 ,-0.002612258,,,,,,,,,,,,
08/08/2022, $280.32 ,-0.009197018,,,,,,,,,,,,
09/08/2022, $282.30 ,0.007038528,,,,,,,,,,,,
10/08/2022, $289.16 ,0.024009833,,,,,,,,,,,,
11/08/2022, $287.02 ,-0.007428268,,,,,,,,,,,,
12/08/2022, $291.91 ,0.016893636,,,,,,,,,,,,
15/08/2022, $293.47 ,0.005329884,,,,,,,,,,,,
16/08/2022, $292.71 ,-0.002593062,,,,,,,,,,,,
17/08/2022, $291.32 ,-0.004760038,,,,,,,,,,,,
18/08/2022, $290.17 ,-0.003955361,,,,,,,,,,,,
19/08/2022, $286.15 ,-0.013950809,,,,,,,,,,,,
22/08/2022, $277.75 ,-0.02979472,,,,,,,,,,,,
23/08/2022, $276.44 ,-0.004727629,,,,,,,,,,,,
24/08/2022, $275.79 ,-0.002354093,,,,,,,,,,,,
25/08/2022, $278.85 ,0.011034296,,,,,,,,,,,,
26/08/2022, $268.09 ,-0.039351258,,,,,,,,,,,,
29/08/2022, $265.23 ,-0.010725371,,,,,,,,,,,,
30/08/2022, $262.97 ,-0.008557417,,,,,,,,,,,,
31/08/2022, $261.47 ,-0.005720403,,,,,,,,,,,,
01/09/2022, $260.40 ,-0.004100644,,,,,,,,,,,,
02/09/2022, $256.06 ,-0.016807118,,,,,,,,,,,,
06/09/2022, $253.25 ,-0.011034649,,,,,,,,,,,,
07/09/2022, $258.09 ,0.018931218,,,,,,,,,,,,
08/09/2022, $258.52 ,0.001664699,,,,,,,,,,,,
09/09/2022, $264.46 ,0.022716951,,,,,,,,,,,,
12/09/2022, $266.65 ,0.008246926,,,,,,,,,,,,
13/09/2022, $251.99 ,-0.056547533,,,,,,,,,,,,
14/09/2022, $252.22 ,0.000912318,,,,,,,,,,,,
15/09/2022, $245.38 ,-0.027493693,,,,,,,,,,,,
16/09/2022, $244.74 ,-0.002611607,,,,,,,,,,,,
19/09/2022, $244.52 ,-0.000899317,,,,,,,,,,,,
20/09/2022, $242.45 ,-0.008501602,,,,,,,,,,,,
21/09/2022, $238.95 ,-0.014541179,,,,,,,,,,,,
22/09/2022, $240.98 ,0.008459617,,,,,,,,,,,,
23/09/2022, $237.92 ,-0.01277946,,,,,,,,,,,,
26/09/2022, $237.45 ,-0.001977408,,,,,,,,,,,,
27/09/2022, $236.41 ,-0.004389489,,,,,,,,,,,,
28/09/2022, $241.07 ,0.019519762,,,,,,,,,,,,
29/09/2022, $237.50 ,-0.014919724,,,,,,,,,,,,
30/09/2022, $232.90 ,-0.019558447,,,,,,,,,,,,
03/10/2022, $240.74 ,0.033108336,,,,,,,,,,,,
04/10/2022, $248.88 ,0.03325334,,,,,,,,,,,,
05/10/2022, $249.20 ,0.001284934,,,,,,,,,,,,
06/10/2022, $246.79 ,-0.009718014,,,,,,,,,,,,
07/10/2022, $234.24 ,-0.052191542,,,,,,,,,,,,
10/10/2022, $229.25 ,-0.02153312,,,,,,,,,,,,
11/10/2022, $225.41 ,-0.016892145,,,,,,,,,,,,
12/10/2022, $225.75 ,0.001507226,,,,,,,,,,,,
13/10/2022, $234.24 ,0.036918038,,,,,,,,,,,,
14/10/2022, $228.56 ,-0.024547473,,,,,,,,,,,,
17/10/2022, $237.53 ,0.038495173,,,,,,,,,,,,
18/10/2022, $238.50 ,0.004075379,,,,,,,,,,,,
19/10/2022, $236.48 ,-0.008505673,,,,,,,,,,,,
20/10/2022, $236.15 ,-0.001396441,,,,,,,,,,,,
21/10/2022, $242.12 ,0.024966275,,,,,,,,,,,,
24/10/2022, $247.25 ,0.020966499,,,,,,,,,,,,
25/10/2022, $250.66 ,0.013697469,,,,,,,,,,,,
26/10/2022, $231.32 ,-0.080295406,,,,,,,,,,,,
27/10/2022, $226.75 ,-0.019953944,,,,,,,,,,,,
28/10/2022, $235.87 ,0.039432717,,,,,,,,,,,,
31/10/2022, $232.13 ,-0.015983246,,,,,,,,,,,,
01/11/2022, $228.17 ,-0.017206594,,,,,,,,,,,,
02/11/2022, $220.10 ,-0.036008977,,,,,,,,,,,,
03/11/2022, $214.25 ,-0.026938431,,,,,,,,,,,,
04/11/2022, $221.39 ,0.032782295,,,,,,,,,,,,
07/11/2022, $227.87 ,0.028849439,,,,,,,,,,,,
08/11/2022, $228.87 ,0.004378866,,,,,,,,,,,,
09/11/2022, $224.51 ,-0.019233907,,,,,,,,,,,,
10/11/2022, $242.98 ,0.079058886,,,,,,,,,,,,
11/11/2022, $247.11 ,0.016854446,,,,,,,,,,,,
14/11/2022, $241.55 ,-0.022757091,,,,,,,,,,,,
15/11/2022, $241.97 ,0.001737261,,,,,,,,,,,,
16/11/2022, $241.73 ,-0.000992351,,,,,,,,,,,,
17/11/2022, $241.68 ,-0.000206864,,,,,,,,,,,,
18/11/2022, $241.22 ,-0.001905157,,,,,,,,,,,,
21/11/2022, $242.05 ,0.003434936,,,,,,,,,,,,
22/11/2022, $245.03 ,0.012236336,,,,,,,,,,,,
23/11/2022, $247.58 ,0.01035311,,,,,,,,,,,,
25/11/2022, $247.49 ,-0.000363585,,,,,,,,,,,,
28/11/2022, $241.76 ,-0.023424679,,,,,,,,,,,,
29/11/2022, $240.33 ,-0.00593252,,,,,,,,,,,,
30/11/2022, $255.14 ,0.059799435,,,,,,,,,,,,
01/12/2022, $254.69 ,-0.001765295,,,,,,,,,,,,
02/12/2022, $255.02 ,0.001294854,,,,,,,,,,,,
05/12/2022, $250.20 ,-0.019081375,,,,,,,,,,,,
06/12/2022, $245.12 ,-0.020512711,,,,,,,,,,,,
07/12/2022, $244.37 ,-0.003064416,,,,,,,,,,,,
08/12/2022, $247.40 ,0.01232299,,,,,,,,,,,,
09/12/2022, $245.42 ,-0.008035431,,,,,,,,,,,,
12/12/2022, $252.51 ,0.028479823,,,,,,,,,,,,
13/12/2022, $256.92 ,0.0173139,,,,,,,,,,,,
14/12/2022, $257.22 ,0.001166997,,,,,,,,,,,,
15/12/2022, $249.01 ,-0.032438694,,,,,,,,,,,,
16/12/2022, $244.69 ,-0.017500953,,,,,,,,,,,,
19/12/2022, $240.45 ,-0.017479936,,,,,,,,,,,,
20/12/2022, $241.80 ,0.00559877,,,,,,,,,,,,
21/12/2022, $244.43 ,0.010818031,,,,,,,,,,,,
22/12/2022, $238.19 ,-0.025860295,,,,,,,,,,,,
23/12/2022, $238.73 ,0.002264532,,,,,,,,,,,,
27/12/2022, $236.96 ,-0.007441856,,,,,,,,,,,,
28/12/2022, $234.53 ,-0.010307839,,,,,,,,,,,,
29/12/2022, $241.01 ,0.027254915,,,,,,,,,,,,
30/12/2022, $239.82 ,-0.004949784,,,,,,,,,,,,
03/01/2023, $239.58 ,-0.001001252,,,,,,,,,,,,
04/01/2023, $229.10 ,-0.044728801,,,,,,,,,,,,
05/01/2023, $222.31 ,-0.030085785,,,,,,,,,,,,
06/01/2023, $224.93 ,0.011716438,,,,,,,,,,,,
09/01/2023, $227.12 ,0.009689269,,,,,,,,,,,,
10/01/2023, $228.85 ,0.007588255,,,,,,,,,,,,
11/01/2023, $235.77 ,0.029789986,,,,,,,,,,,,
12/01/2023, $238.51 ,0.011554485,,,,,,,,,,,,
13/01/2023, $239.23 ,0.003014194,,,,,,,,,,,,
17/01/2023, $240.35 ,0.004670762,,,,,,,,,,,,
18/01/2023, $235.81 ,-0.019069798,,,,,,,,,,,,
19/01/2023, $231.93 ,-0.016590794,,,,,,,,,,,,
20/01/2023, $240.22 ,0.035119568,,,,,,,,,,,,
23/01/2023, $242.58 ,0.009776383,,,,,,,,,,,,
24/01/2023, $242.04 ,-0.002228551,,,,,,,,,,,,
25/01/2023, $240.61 ,-0.005925636,,,,,,,,,,,,
26/01/2023, $248.00 ,0.030251381,,,,,,,,,,,,
27/01/2023, $248.16 ,0.000644953,,,,,,,,,,,,
30/01/2023, $242.71 ,-0.022206384,,,,,,,,,,,,
31/01/2023, $247.81 ,0.020795008,,,,,,,,,,,,
01/02/2023, $252.75 ,0.019738534,,,,,,,,,,,,
02/02/2023, $264.60 ,0.045818394,,,,,,,,,,,,
03/02/2023, $258.35 ,-0.023903997,,,,,,,,,,,,
06/02/2023, $256.77 ,-0.006134512,,,,,,,,,,,,
07/02/2023, $267.56 ,0.041163098,,,,,,,,,,,,
08/02/2023, $266.73 ,-0.003106929,,,,,,,,,,,,
09/02/2023, $263.62 ,-0.011728239,,,,,,,,,,,,
10/02/2023, $263.10 ,-0.001974484,,,,,,,,,,,,
13/02/2023, $271.32 ,0.030764748,,,,,,,,,,,,
14/02/2023, $272.17 ,0.003127935,,,,,,,,,,,,
15/02/2023, $269.32 ,-0.010526607,,,,,,,,,,,,
16/02/2023, $262.15 ,-0.026983405,,,,,,,,,,,,
17/02/2023, $258.06 ,-0.015724743,,,,,,,,,,,,
21/02/2023, $252.67 ,-0.021107827,,,,,,,,,,,,
22/02/2023, $251.51 ,-0.004601539,,,,,,,,,,,,
23/02/2023, $254.77 ,0.012878427,,,,,,,,,,,,
24/02/2023, $249.22 ,-0.022025137,,,,,,,,,,,,
27/02/2023, $250.16 ,0.003764673,,,,,,,,,,,,
28/02/2023, $249.42 ,-0.002962491,,,,,,,,,,,,
01/03/2023, $246.27 ,-0.012709727,,,,,,,,,,,,
02/03/2023, $251.11 ,0.019462595,,,,,,,,,,,,
03/03/2023, $255.29 ,0.016509064,,,,,,,,,,,,
06/03/2023, $256.87 ,0.006169966,,,,,,,,,,,,
07/03/2023, $254.15 ,-0.010645476,,,,,,,,,,,,
08/03/2023, $253.70 ,-0.001772177,,,,,,,,,,,,
09/03/2023, $252.32 ,-0.005454343,,,,,,,,,,,,
10/03/2023, $248.59 ,-0.01489317,,,,,,,,,,,,
13/03/2023, $253.92 ,0.021214304,,,,,,,,,,,,
14/03/2023, $260.79 ,0.026696229,,,,,,,,,,,,
15/03/2023, $265.44 ,0.017673341,,,,,,,,,,,,
16/03/2023, $276.20 ,0.039736415,,,,,,,,,,,,
17/03/2023, $279.43 ,0.011626573,,,,,,,,,,,,
20/03/2023, $272.23 ,-0.026104517,,,,,,,,,,,,
21/03/2023, $273.78 ,0.005677567,,,,,,,,,,,,
22/03/2023, $272.29 ,-0.005457189,,,,,,,,,,,,
23/03/2023, $277.66 ,0.019529669,,,,,,,,,,,,
24/03/2023, $280.57 ,0.010425905,,,,,,,,,,,,
27/03/2023, $276.38 ,-0.015046518,,,,,,,,,,,,
28/03/2023, $275.23 ,-0.004169619,,,,,,,,,,,,
29/03/2023, $280.51 ,0.019002263,,,,,,,,,,,,
30/03/2023, $284.05 ,0.012540904,,,,,,,,,,,,
31/03/2023, $288.30 ,0.014851326,,,,,,,,,,,,
03/04/2023, $287.23 ,-0.003718316,,,,,,,,,,,,
04/04/2023, $287.18 ,-0.000174092,,,,,,,,,,,,
05/04/2023, $284.34 ,-0.009938492,,,,,,,,,,,,
06/04/2023, $291.60 ,0.025212295,,,,,,,,,,,,
10/04/2023, $289.39 ,-0.007607741,,,,,,,,,,,,
11/04/2023, $282.83 ,-0.022929249,,,,,,,,,,,,
12/04/2023, $283.49 ,0.002330839,,,,,,,,,,,,
13/04/2023, $289.84 ,0.022152197,,,,,,,,,,,,
14/04/2023, $286.14 ,-0.012847845,,,,,,,,,,,,
17/04/2023, $288.80 ,0.009253205,,,,,,,,,,,,
18/04/2023, $288.37 ,-0.001490029,,,,,,,,,,,,
19/04/2023, $288.45 ,0.000277383,,,,,,,,,,,,
20/04/2023, $286.11 ,-0.008145408,,,,,,,,,,,,
21/04/2023, $285.76 ,-0.001224055,,,,,,,,,,,,
24/04/2023, $281.77 ,-0.014061162,,,,,,,,,,,,
25/04/2023, $275.42 ,-0.02279393,,,,,,,,,,,,
26/04/2023, $295.37 ,0.069931602,,,,,,,,,,,,
27/04/2023, $304.83 ,0.031525436,,,,,,,,,,,,
28/04/2023, $307.26 ,0.007940051,,,,,,,,,,,,
01/05/2023, $305.56 ,-0.005548136,,,,,,,,,,,,
02/05/2023, $305.41 ,-0.000491022,,,,,,,,,,,,
03/05/2023, $304.40 ,-0.00331251,,,,,,,,,,,,
04/05/2023, $305.41 ,0.00331251,,,,,,,,,,,,
05/05/2023, $310.65 ,0.01701174,,,,,,,,,,,,
08/05/2023, $308.65 ,-0.006458928,,,,,,,,,,,,
09/05/2023, $307.00 ,-0.005360201,,,,,,,,,,,,
10/05/2023, $312.31 ,0.017148537,,,,,,,,,,,,
11/05/2023, $310.11 ,-0.007069211,,,,,,,,,,,,
12/05/2023, $308.97 ,-0.003682888,,,,,,,,,,,,
15/05/2023, $309.46 ,0.001584658,,,,,,,,,,,,
16/05/2023, $311.74 ,0.007340664,,,,,,,,,,,,
17/05/2023, $314.00 ,0.007223479,,,,,,,,,,,,
18/05/2023, $318.52 ,0.014292281,,,,,,,,,,,,
19/05/2023, $318.34 ,-0.000565273,,,,,,,,,,,,
22/05/2023, $321.18 ,0.00888172,,,,,,,,,,,,
23/05/2023, $315.26 ,-0.018604018,,,,,,,,,,,,
24/05/2023, $313.85 ,-0.00448253,,,,,,,,,,,,
25/05/2023, $325.92 ,0.037736788,,,,,,,,,,,,
26/05/2023, $332.89 ,0.021160153,,,,,,,,,,,,
30/05/2023, $331.21 ,-0.00505949,,,,,,,,,,,,
31/05/2023, $328.39 ,-0.008550689,,,,,,,,,,,,
01/06/2023, $332.58 ,0.012678506,,,,,,,,,,,,
02/06/2023, $335.40 ,0.008443417,,,,,,,,,,,,
05/06/2023, $335.94 ,0.001608723,,,,,,,,,,,,
06/06/2023, $333.68 ,-0.006750123,,,,,,,,,,,,
07/06/2023, $323.38 ,-0.031354348,,,,,,,,,,,,
08/06/2023, $325.26 ,0.00579676,,,,,,,,,,,,
09/06/2023, $326.79 ,0.0046929,,,,,,,,,,,,
12/06/2023, $331.85 ,0.015365297,,,,,,,,,,,,
13/06/2023, $334.29 ,0.00732582,,,,,,,,,,,,
14/06/2023, $337.34 ,0.009082444,,,,,,,,,,,,
15/06/2023, $348.10 ,0.031398471,,,,,,,,,,,,
16/06/2023, $342.33 ,-0.016714611,,,,,,,,,,,,
20/06/2023, $338.05 ,-0.012581371,,,,,,,,,,,,
21/06/2023, $333.56 ,-0.013371054,,,,,,,,,,,,
22/06/2023, $339.71 ,0.018269553,,,,,,,,,,,,
23/06/2023, $335.02 ,-0.013902081,,,,,,,,,,,,
26/06/2023, $328.60 ,-0.019349026,,,,,,,,,,,,
27/06/2023, $334.57 ,0.01800492,,,,,,,,,,,,
28/06/2023, $335.85 ,0.003818506,,,,,,,,,,,,
29/06/2023, $335.05 ,-0.002384857,,,,,,,,,,,,
30/06/2023, $340.54 ,0.016252819,,,,,,,,,,,,
03/07/2023, $337.99 ,-0.007516284,,,,,,,,,,,,
05/07/2023, $338.15 ,0.000473275,,,,,,,,,,,,
06/07/2023, $341.27 ,0.009184369,,,,,,,,,,,,
07/07/2023, $337.22 ,-0.011938416,,,,,,,,,,,,
10/07/2023, $331.83 ,-0.016112747,,,,,,,,,,,,
11/07/2023, $332.47 ,0.001926841,,,,,,,,,,,,
12/07/2023, $337.20 ,0.014126596,,,,,,,,,,,,
13/07/2023, $342.66 ,0.016062476,,,,,,,,,,,,
14/07/2023, $345.24 ,0.007501125,,,,,,,,,,,,
17/07/2023, $345.73 ,0.001418296,,,,,,,,,,,,
18/07/2023, $359.49 ,0.039028237,,,,,,,,,,,,
19/07/2023, $355.08 ,-0.012343244,,,,,,,,,,,,
20/07/2023, $346.87 ,-0.023393046,,,,,,,,,,,,
21/07/2023, $343.77 ,-0.008977241,,,,,,,,,,,,
24/07/2023, $345.11 ,0.003890378,,,,,,,,,,,,
25/07/2023, $350.98 ,0.016866035,,,,,,,,,,,,
26/07/2023, $337.77 ,-0.038364051,,,,,,,,,,,,
27/07/2023, $330.72 ,-0.021093095,,,,,,,,,,,,
28/07/2023, $338.37 ,0.022867875,,,,,,,,,,,,
31/07/2023, $335.92 ,-0.007266935,,,,,,,,,,,,
01/08/2023, $336.34 ,0.001249517,,,,,,,,,,,,
02/08/2023, $327.50 ,-0.026634498,,,,,,,,,,,,
03/08/2023, $326.66 ,-0.00256818,,,,,,,,,,,,
04/08/2023, $327.78 ,0.003422777,,,,,,,,,,,,
07/08/2023, $330.11 ,0.007083281,,,,,,,,,,,,
08/08/2023, $326.05 ,-0.012375188,,,,,,,,,,,,
09/08/2023, $322.23 ,-0.011785168,,,,,,,,,,,,
10/08/2023, $322.93 ,0.002170005,,,,,,,,,,,,
11/08/2023, $321.01 ,-0.005963306,,,,,,,,,,,,
14/08/2023, $324.04 ,0.00939469,,,,,,,,,,,,
15/08/2023, $321.86 ,-0.006750297,,,,,,,,,,,,
16/08/2023, $320.40 ,-0.004546453,,,,,,,,,,,,
17/08/2023, $316.88 ,-0.011047062,,,,,,,,,,,,
18/08/2023, $316.48 ,-0.001263105,,,,,,,,,,,,
21/08/2023, $321.88 ,0.016918757,,,,,,,,,,,,
22/08/2023, $322.46 ,0.001800292,,,,,,,,,,,,
23/08/2023, $327.00 ,0.013981073,,,,,,,,,,,,
24/08/2023, $319.97 ,-0.021732929,,,,,,,,,,,,
25/08/2023, $322.98 ,0.00936316,,,,,,,,,,,,
28/08/2023, $323.70 ,0.002226759,,,,,,,,,,,,
29/08/2023, $328.41 ,0.014445667,,,,,,,,,,,,
30/08/2023, $328.79 ,0.001156421,,,,,,,,,,,,
31/08/2023, $327.76 ,-0.003137616,,,,,,,,,,,,
01/09/2023, $328.66 ,0.002742149,,,,,,,,,,,,
05/09/2023, $333.55 ,0.014768997,,,,,,,,,,,,
06/09/2023, $332.88 ,-0.002010714,,,,,,,,,,,,
07/09/2023, $329.91 ,-0.008962175,,,,,,,,,,,,
08/09/2023, $334.27 ,0.01312916,,,,,,,,,,,,
11/09/2023, $337.94 ,0.010919315,,,,,,,,,,,,
12/09/2023, $331.77 ,-0.018426407,,,,,,,,,,,,
13/09/2023, $336.06 ,0.012847758,,,,,,,,,,,,
14/09/2023, $338.70 ,0.007825044,,,,,,,,,,,,
15/09/2023, $330.22 ,-0.025355661,,,,,,,,,,,,
18/09/2023, $329.06 ,-0.003518994,,,,,,,,,,,,
19/09/2023, $328.65 ,-0.00124675,,,,,,,,,,,,
20/09/2023, $320.77 ,-0.024268999,,,,,,,,,,,,
21/09/2023, $319.53 ,-0.003873189,,,,,,,,,,,,
22/09/2023, $317.01 ,-0.007917847,,,,,,,,,,,,
25/09/2023, $317.54 ,0.001670476,,,,,,,,,,,,
26/09/2023, $312.14 ,-0.01715199,,,,,,,,,,,,
27/09/2023, $312.79 ,0.002080234,,,,,,,,,,,,
28/09/2023, $313.64 ,0.002713793,,,,,,,,,,,,
29/09/2023, $315.75 ,0.00670493,,,,,,,,,,,,
02/10/2023, $321.80 ,0.018979473,,,,,,,,,,,,
03/10/2023, $313.39 ,-0.026481813,,,,,,,,,,,,
04/10/2023, $318.96 ,0.017601606,,,,,,,,,,,,
05/10/2023, $319.36 ,0.001268966,,,,,,,,,,,,
06/10/2023, $327.26 ,0.024435969,,,,,,,,,,,,
09/10/2023, $329.82 ,0.007792089,,,,,,,,,,,,
10/10/2023, $328.39 ,-0.004345125,,,,,,,,,,,,
11/10/2023, $332.42 ,0.012197303,,,,,,,,,,,,
12/10/2023, $331.16 ,-0.003797587,,,,,,,,,,,,
13/10/2023, $327.73 ,-0.010411544,,,,,,,,,,,,
16/10/2023, $332.64 ,0.014870725,,,,,,,,,,,,
17/10/2023, $332.06 ,-0.001745149,,,,,,,,,,,,
18/10/2023, $330.11 ,-0.005889743,,,,,,,,,,,,
19/10/2023, $331.32 ,0.003658743,,,,,,,,,,,,
20/10/2023, $326.67 ,-0.014134189,,,,,,,,,,,,
23/10/2023, $329.32 ,0.008079435,,,,,,,,,,,,
24/10/2023, $330.53 ,0.003667504,,,,,,,,,,,,
25/10/2023, $340.67 ,0.03021684,,,,,,,,,,,,
26/10/2023, $327.89 ,-0.038236081,,,,,,,,,,,,
27/10/2023, $329.81 ,0.005838545,,,,,,,,,,,,
30/10/2023, $337.31 ,0.022485658,,,,,,,,,,,,
31/10/2023, $338.11 ,0.002368897,,,,,,,,,,,,
01/11/2023, $346.07 ,0.02326978,,,,,,,,,,,,
02/11/2023, $348.32 ,0.006480531,,,,,,,,,,,,
03/11/2023, $352.80 ,0.012779727,,,,,,,,,,,,
06/11/2023, $356.53 ,0.010517064,,,,,,,,,,,,
07/11/2023, $360.53 ,0.011156783,,,,,,,,,,,,
08/11/2023, $363.20 ,0.007378476,,,,,,,,,,,,
09/11/2023, $360.69 ,-0.006934783,,,,,,,,,,,,
10/11/2023, $369.67 ,0.024591852,,,,,,,,,,,,
13/11/2023, $366.68 ,-0.008121183,,,,,,,,,,,,
14/11/2023, $370.27 ,0.009742936,,,,,,,,,,,,
